prompt,completion,train
<s>[INST] Provide details for the goal scored by Josef Bican of Austria in the 1934 FIFA Men's World Cup match Austria vs France on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Josef Bican of Austria in the 109' minute (extra time, second half) during the 1934 FIFA Men's World Cup match Austria vs France on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 109, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Georges Verriest of France in the 1934 FIFA Men's World Cup match Austria vs France on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Georges Verriest of France in the 116' minute (extra time, second half) during the 1934 FIFA Men's World Cup match Austria vs France on 1934-05-27 at the round of 16 stage. It was a penalty. Minute of regulation: 116, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Ștefan Dobay of Romania in the 1934 FIFA Men's World Cup match Czechoslovakia vs Romania on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Ștefan Dobay of Romania in the 11' minute (first half) during the 1934 FIFA Men's World Cup match Czechoslovakia vs Romania on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 11, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Antonín Puč of Czechoslovakia in the 1934 FIFA Men's World Cup match Czechoslovakia vs Romania on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Antonín Puč of Czechoslovakia in the 50' minute (second half) during the 1934 FIFA Men's World Cup match Czechoslovakia vs Romania on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 50, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Oldřich Nejedlý of Czechoslovakia in the 1934 FIFA Men's World Cup match Czechoslovakia vs Romania on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Oldřich Nejedlý of Czechoslovakia in the 67' minute (second half) during the 1934 FIFA Men's World Cup match Czechoslovakia vs Romania on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 67, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Stanislaus Kobierski of Germany in the 1934 FIFA Men's World Cup match Germany vs Belgium on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Stanislaus Kobierski of Germany in the 25' minute (first half) during the 1934 FIFA Men's World Cup match Germany vs Belgium on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 25, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Bernard Voorhoof of Belgium in the 1934 FIFA Men's World Cup match Germany vs Belgium on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Bernard Voorhoof of Belgium in the 29' minute (first half) during the 1934 FIFA Men's World Cup match Germany vs Belgium on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 29, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Bernard Voorhoof of Belgium in the 1934 FIFA Men's World Cup match Germany vs Belgium on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Bernard Voorhoof of Belgium in the 43' minute (first half) during the 1934 FIFA Men's World Cup match Germany vs Belgium on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 43, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Otto Siffling of Germany in the 1934 FIFA Men's World Cup match Germany vs Belgium on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Otto Siffling of Germany in the 49' minute (second half) during the 1934 FIFA Men's World Cup match Germany vs Belgium on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 49, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Edmund Conen of Germany in the 1934 FIFA Men's World Cup match Germany vs Belgium on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Edmund Conen of Germany in the 66' minute (second half) during the 1934 FIFA Men's World Cup match Germany vs Belgium on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 66, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Edmund Conen of Germany in the 1934 FIFA Men's World Cup match Germany vs Belgium on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Edmund Conen of Germany in the 70' minute (second half) during the 1934 FIFA Men's World Cup match Germany vs Belgium on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 70, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Edmund Conen of Germany in the 1934 FIFA Men's World Cup match Germany vs Belgium on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Edmund Conen of Germany in the 87' minute (second half) during the 1934 FIFA Men's World Cup match Germany vs Belgium on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 87, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Pál Teleki of Hungary in the 1934 FIFA Men's World Cup match Hungary vs Egypt on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Pál Teleki of Hungary in the 11' minute (first half) during the 1934 FIFA Men's World Cup match Hungary vs Egypt on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 11, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Géza Toldi of Hungary in the 1934 FIFA Men's World Cup match Hungary vs Egypt on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Géza Toldi of Hungary in the 31' minute (first half) during the 1934 FIFA Men's World Cup match Hungary vs Egypt on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 31, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Abdulrahman Fawzi of Egypt in the 1934 FIFA Men's World Cup match Hungary vs Egypt on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Abdulrahman Fawzi of Egypt in the 35' minute (first half) during the 1934 FIFA Men's World Cup match Hungary vs Egypt on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 35, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Abdulrahman Fawzi of Egypt in the 1934 FIFA Men's World Cup match Hungary vs Egypt on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Abdulrahman Fawzi of Egypt in the 39' minute (first half) during the 1934 FIFA Men's World Cup match Hungary vs Egypt on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 39, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Jenő Vincze of Hungary in the 1934 FIFA Men's World Cup match Hungary vs Egypt on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Jenő Vincze of Hungary in the 53' minute (second half) during the 1934 FIFA Men's World Cup match Hungary vs Egypt on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 53, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Géza Toldi of Hungary in the 1934 FIFA Men's World Cup match Hungary vs Egypt on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Géza Toldi of Hungary in the 61' minute (second half) during the 1934 FIFA Men's World Cup match Hungary vs Egypt on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 61, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Angelo Schiavio of Italy in the 1934 FIFA Men's World Cup match Italy vs United States on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Angelo Schiavio of Italy in the 18' minute (first half) during the 1934 FIFA Men's World Cup match Italy vs United States on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 18, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Raimundo Orsi of Italy in the 1934 FIFA Men's World Cup match Italy vs United States on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Raimundo Orsi of Italy in the 20' minute (first half) during the 1934 FIFA Men's World Cup match Italy vs United States on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 20, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Angelo Schiavio of Italy in the 1934 FIFA Men's World Cup match Italy vs United States on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Angelo Schiavio of Italy in the 29' minute (first half) during the 1934 FIFA Men's World Cup match Italy vs United States on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 29, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Aldo Donelli of United States in the 1934 FIFA Men's World Cup match Italy vs United States on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Aldo Donelli of United States in the 57' minute (second half) during the 1934 FIFA Men's World Cup match Italy vs United States on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 57, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Giovanni Ferrari of Italy in the 1934 FIFA Men's World Cup match Italy vs United States on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Giovanni Ferrari of Italy in the 63' minute (second half) during the 1934 FIFA Men's World Cup match Italy vs United States on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 63, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Angelo Schiavio of Italy in the 1934 FIFA Men's World Cup match Italy vs United States on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Angelo Schiavio of Italy in the 64' minute (second half) during the 1934 FIFA Men's World Cup match Italy vs United States on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 64, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Raimundo Orsi of Italy in the 1934 FIFA Men's World Cup match Italy vs United States on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Raimundo Orsi of Italy in the 69' minute (second half) during the 1934 FIFA Men's World Cup match Italy vs United States on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 69, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Giuseppe Meazza of Italy in the 1934 FIFA Men's World Cup match Italy vs United States on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by Giuseppe Meazza of Italy in the 90' minute (second half) during the 1934 FIFA Men's World Cup match Italy vs United States on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 90, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by José Iraragorri of Spain in the 1934 FIFA Men's World Cup match Spain vs Brazil on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by José Iraragorri of Spain in the 18' minute (first half) during the 1934 FIFA Men's World Cup match Spain vs Brazil on 1934-05-27 at the round of 16 stage. It was a penalty. Minute of regulation: 18, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by José Iraragorri of Spain in the 1934 FIFA Men's World Cup match Spain vs Brazil on 1934-05-27 at the round of 16 stage.  [/INST],"The goal was scored by José Iraragorri of Spain in the 25' minute (first half) during the 1934 FIFA Men's World Cup match Spain vs Brazil on 1934-05-27 at the round of 16 stage. It was regular play. Minute of regulation: 25, minute of stoppage: 0.",train
